,index,Farm_ID,Farm_uni_ID,Flowcell,Routine_vaccine,culled,w_des,Household_waste,Antibiotic_admin,Supplement,Isolation,npeopl_contact,workers_exp_oa,visitors_inside,other_pa,Type_farm,Unit_traffic,ventilation,water_supply,feed_stored,dogs,Breed_strain,Ruminants,OtherBirds,N_breed,campy,shi,gall,Farm_ID_check,Date,Farm.GPS,N_GPS,E_GPS,Geog_cluster,GWAS,Observed,Chao1,se.chao1,Shannon,InvSimpson,PA2
AEC9CM6,AEC09CM6,AEC-09,Farm_AEC-09,AM15F,yes,Normal,yes,no,yes,yes,yes,5,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,C,875,0,0,AEC-09,11-Dec-15,"23.69950N, 72.93678E",23.69950N,72.93678,C4,141,516,548.0434783,10.4374318,4.774670665,36.93940056,PA2
AEC9CM7,AEC09CM7,AEC-09,Farm_AEC-09,AM15F,yes,Normal,yes,no,yes,yes,yes,5,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,C,413,85,0,AEC-09,11-Dec-15,"23.69950N, 72.93678E",23.69950N,72.93678,C4,142,807,1014.482456,37.08528695,5.229629134,54.28097744,PA2
AEC9CM8,AEC09CM8,AEC-09,Farm_AEC-09,AM15F,yes,Normal,yes,no,yes,yes,yes,5,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,C,126,80,0,AEC-09,11-Dec-15,"23.69950N, 72.93678E",23.69950N,72.93678,C4,143,775,901.4365079,24.72941351,4.794043844,25.4755467,PA2
AEC9CM9,AEC09CM9,AEC-09,Farm_AEC-09,AM15F,yes,Normal,yes,no,yes,yes,yes,5,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,C,ND,ND,ND,AEC-09,11-Dec-15,"23.69950N, 72.93678E",23.69950N,72.93678,C4,EXCLUDED,338,356.5294118,8.220335552,4.128884639,19.16527417,PA2
AEK1CM1,AEK01CM1,AEK-01,Farm_AEK-01,AM15F,no,Normal,no,no,no,no,yes,5,no,yes,yes,Enclosed,yes,Natural,Manual,Within premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-01,09-Dec-15,"22.83149N, 74.57543E",22.83149N,74.57543,C10,496,633,770.962963,29.68193943,5.187186993,77.59908292,PA3
AEK1CM10,AEK01CM10,AEK-01,Farm_AEK-01,AM15F,no,Normal,no,no,no,no,yes,5,no,yes,yes,Enclosed,yes,Natural,Manual,Within premises,yes,Kadaknath,yes,no,K,34,0,0,AEK-01,09-Dec-15,"22.83149N, 74.57543E",22.83149N,74.57543,C10,497,452,529.9180328,20.64394858,4.379539029,24.30653414,PA3
AEK1CM2,AEK01CM2,AEK-01,Farm_AEK-01,AM15F,no,Normal,no,no,no,no,yes,5,no,yes,yes,Enclosed,yes,Natural,Manual,Within premises,yes,Kadaknath,yes,no,K,0,21,0,AEK-01,09-Dec-15,"22.83149N, 74.57543E",22.83149N,74.57543,C10,498,596,700.3181818,23.43100868,4.996994204,59.15852684,PA3
AEK1CM4,AEK01CM4,AEK-01,Farm_AEK-01,AM15F,no,Normal,no,no,no,no,yes,5,no,yes,yes,Enclosed,yes,Natural,Manual,Within premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-01,09-Dec-15,"22.83149N, 74.57543E",22.83149N,74.57543,C10,499,737,864.1623932,25.30297995,4.838207622,30.00022624,PA3
AEK1CM5,AEK01CM5,AEK-01,Farm_AEK-01,AM15F,no,Normal,no,no,no,no,yes,5,no,yes,yes,Enclosed,yes,Natural,Manual,Within premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-01,09-Dec-15,"22.83149N, 74.57543E",22.83149N,74.57543,C10,500,596,702.0192308,22.73417502,4.8309838,52.65544371,PA3
AEK1CM6,AEK01CM6,AEK-01,Farm_AEK-01,AM15F,no,Normal,no,no,no,no,yes,5,no,yes,yes,Enclosed,yes,Natural,Manual,Within premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-01,09-Dec-15,"22.83149N, 74.57543E",22.83149N,74.57543,C10,501,415,503.2,23.33634082,3.883154495,12.82894077,PA3
AEK1CM7,AEK01CM7,AEK-01,Farm_AEK-01,AM15F,no,Normal,no,no,no,no,yes,5,no,yes,yes,Enclosed,yes,Natural,Manual,Within premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-01,09-Dec-15,"22.83149N, 74.57543E",22.83149N,74.57543,C10,502,415,509.5166667,24.04225659,4.04299199,17.86717806,PA3
AEK1CM8,AEK01CM8,AEK-01,Farm_AEK-01,AM15F,no,Normal,no,no,no,no,yes,5,no,yes,yes,Enclosed,yes,Natural,Manual,Within premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-01,09-Dec-15,"22.83149N, 74.57543E",22.83149N,74.57543,C10,503,658,775.3033708,25.54206398,5.059680535,57.01190535,PA3
AEK1CM9,AEK01CM9,AEK-01,Farm_AEK-01,AM15F,no,Normal,no,no,no,no,yes,5,no,yes,yes,Enclosed,yes,Natural,Manual,Within premises,yes,Kadaknath,yes,no,K,42,0,0,AEK-01,09-Dec-15,"22.83149N, 74.57543E",22.83149N,74.57543,C10,504,444,496.56,16.13016309,4.750369944,47.4929344,PA3
AEC1CM1,AEC01CM1,AEC-01,Farm_AEC-01,AM17E,no,Normal,yes,no,yes,no,yes,3,no,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,0,0,AEC-01,23-Nov-15,"22.58761N, 70.91490E",22.58761N,70.9149,C1,58,591,659.125,17.04633657,4.808365582,29.61857102,PA1
AEC1CM10,AEC01CM10,AEC-01,Farm_AEC-01,AM17E,no,Normal,yes,no,yes,no,yes,3,no,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,35,0,AEC-01,23-Nov-15,"22.58761N, 70.91490E",22.58761N,70.9149,C1,59,618,811.8,39.64367113,4.806682525,30.4905211,PA1
AEC1CM2,AEC01CM2,AEC-01,Farm_AEC-01,AM17E,no,Normal,yes,no,yes,no,yes,3,no,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,22,0,AEC-01,23-Nov-15,"22.58761N, 70.91490E",22.58761N,70.9149,C1,60,631,745.3786408,24.12849446,4.512364226,19.00500409,PA1
AEC1CM3,AEC01CM3,AEC-01,Farm_AEC-01,AM17E,no,Normal,yes,no,yes,no,yes,3,no,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,33,0,AEC-01,23-Nov-15,"22.58761N, 70.91490E",22.58761N,70.9149,C1,61,650,740.0925926,19.95305838,4.879544194,38.90492719,PA1
AEC1CM4,AEC01CM4,AEC-01,Farm_AEC-01,AM17E,no,Normal,yes,no,yes,no,yes,3,no,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,32,0,AEC-01,23-Nov-15,"22.58761N, 70.91490E",22.58761N,70.9149,C1,62,616,717.5147059,24.55907173,4.866251855,33.94197294,PA1
AEC1CM5,AEC01CM5,AEC-01,Farm_AEC-01,AM17E,no,Normal,yes,no,yes,no,yes,3,no,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,0,0,AEC-01,23-Nov-15,"22.58761N, 70.91490E",22.58761N,70.9149,C1,63,559,696,30.99966714,4.89183097,50.0052134,PA1
AEC1CM6,AEC01CM6,AEC-01,Farm_AEC-01,AM17E,no,Normal,yes,no,yes,no,yes,3,no,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,0,0,AEC-01,23-Nov-15,"22.58761N, 70.91490E",22.58761N,70.9149,C1,64,640,756.3186813,25.23108348,4.871166171,42.09617676,PA1
AEC1CM7,AEC01CM7,AEC-01,Farm_AEC-01,AM17E,no,Normal,yes,no,yes,no,yes,3,no,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,48,0,AEC-01,23-Nov-15,"22.58761N, 70.91490E",22.58761N,70.9149,C1,65,633,760.5111111,27.14521072,4.871692288,43.30692715,PA1
AEC1CM8,AEC01CM8,AEC-01,Farm_AEC-01,AM17E,no,Normal,yes,no,yes,no,yes,3,no,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,0,0,AEC-01,23-Nov-15,"22.58761N, 70.91490E",22.58761N,70.9149,C1,66,649,752.6020408,22.67944122,5.112322663,59.74236963,PA1
AEC1CM9,AEC01CM9,AEC-01,Farm_AEC-01,AM17E,no,Normal,yes,no,yes,no,yes,3,no,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,14,0,AEC-01,23-Nov-15,"22.58761N, 70.91490E",22.58761N,70.9149,C1,67,584,678.1481481,22.14685075,4.902395034,45.0923131,PA1
AEC2CM1,AEC02CM1,AEC-02,Farm_AEC-02,AM17E,no,Normal,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,C,3,28,28,AEC-02,23-Nov-15,"21.57390N, 70.43068E",21.57390N,70.43068,C2,68,631,826.2666667,36.19348428,4.575283519,33.91763427,PA2
AEC2CM10,AEC02CM10,AEC-02,Farm_AEC-02,AM17E,no,Normal,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,C,22,34,46,AEC-02,23-Nov-15,"21.57390N, 70.43068E",21.57390N,70.43068,C2,69,591,814.2289157,43.06400443,4.633857567,34.14784295,PA2
AEC2CM6,AEC02CM6,AEC-02,Farm_AEC-02,AM17E,no,Normal,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,C,55,126,25,AEC-02,23-Nov-15,"21.57390N, 70.43068E",21.57390N,70.43068,C2,74,554,703.4315789,30.22690433,3.91252977,12.0865349,PA2
AEC2CM7,AEC02CM7,AEC-02,Farm_AEC-02,AM17E,no,Normal,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,C,101,19,0,AEC-02,23-Nov-15,"21.57390N, 70.43068E",21.57390N,70.43068,C2,75,556,759,41.13938057,4.697691249,51.1027674,PA2
AEC2CM9,AEC02CM9,AEC-02,Farm_AEC-02,AM17E,no,Normal,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,C,115,31,0,AEC-02,23-Nov-15,"21.57390N, 70.43068E",21.57390N,70.43068,C2,77,602,781.0326087,35.09964475,4.273728354,18.71562135,PA2
AEC3CM10,AEC03CM10,AEC-03,Farm_AEC-03,AM17E,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,25,0,AEC-03,25-Nov-15,"22.41484N, 72.78652E",22.41484N,72.78652,C8,79,836,960.2214286,23.78032466,5.573326787,117.2647364,PA1
AEC3CM2,AEC03CM2,AEC-03,Farm_AEC-03,AM17E,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,6,0,AEC-03,25-Nov-15,"22.41484N, 72.78652E",22.41484N,72.78652,C8,80,745,964,39.07736733,4.915373023,36.53684854,PA1
AEC3CM3,AEC03CM3,AEC-03,Farm_AEC-03,AM17E,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,4,378,44,AEC-03,25-Nov-15,"22.41484N, 72.78652E",22.41484N,72.78652,C8,81,707,819.6666667,22.69017089,5.007239098,53.30274207,PA1
AEC3CM4,AEC03CM4,AEC-03,Farm_AEC-03,AM17E,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,14,1,AEC-03,25-Nov-15,"22.41484N, 72.78652E",22.41484N,72.78652,C8,82,768,907.8780488,26.84589005,5.048231326,47.85939754,PA1
AEC3CM5,AEC03CM5,AEC-03,Farm_AEC-03,AM17E,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,0,0,AEC-03,25-Nov-15,"22.41484N, 72.78652E",22.41484N,72.78652,C8,83,704,834.0961538,26.53442524,5.104002761,58.07715641,PA1
AEC3CM6,AEC03CM6,AEC-03,Farm_AEC-03,AM17E,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,15,0,AEC-03,25-Nov-15,"22.41484N, 72.78652E",22.41484N,72.78652,C8,84,840,1008.756757,29.50782028,5.395275653,85.13216297,PA1
AEC3CM7,AEC03CM7,AEC-03,Farm_AEC-03,AM17E,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,28,15,AEC-03,25-Nov-15,"22.41484N, 72.78652E",22.41484N,72.78652,C8,85,747,888.6521739,27.57737104,5.127701759,56.23392174,PA1
AEC3CM8,AEC03CM8,AEC-03,Farm_AEC-03,AM17E,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,0,0,AEC-03,25-Nov-15,"22.41484N, 72.78652E",22.41484N,72.78652,C8,86,670,789.3392857,24.38967486,4.848060904,37.66578574,PA1
AEC3CM9,AEC03CM9,AEC-03,Farm_AEC-03,AM17E,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,yes,no,C,0,5,3,AEC-03,25-Nov-15,"22.41484N, 72.78652E",22.41484N,72.78652,C8,87,826,1017.521008,34.43832193,5.328713361,71.47478438,PA1
AEC4CM2,AEC04CM2,AEC-04,Farm_AEC-04,AM17E,yes,Normal,yes,no,yes,no,yes,2,yes,no,yes,open,no,Artificial,Automatic,Outside premises,yes,Commercial broiler,yes,no,C,0,1,7,AEC-04,02-Dec-15,"22.65494N, 72.72406E",22.65494N,72.72406,C8,90,624,783.7252747,32.20683166,4.674945431,35.65907507,PA1
AEK10CM1,AEK10CM1,AEK-10,Farm_AEK-10,AM147,no,high,no,yes,yes,no,no,7,yes,no,no,Enclosed,yes,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,0,0,AEK-10,23-Feb-16,"22.82170N, 74.23380E",22.82170N,74.2338,C10,441,142,142.3333333,0.925546804,4.081403772,34.07208927,PA1
AEK10CM10,AEK10CM10,AEK-10,Farm_AEK-10,AM147,no,high,no,yes,yes,no,no,7,yes,no,no,Enclosed,yes,Natural,Manual,Within premises,no,Kadaknath,no,no,K,ND,ND,ND,AEK-10,23-Feb-16,"22.82170N, 74.23380E",22.82170N,74.2338,C10,EXCLUDED,79,79,0,3.670684372,21.03039378,PA1
AEK10CM2,AEK10CM2,AEK-10,Farm_AEK-10,AM147,no,high,no,yes,yes,no,no,7,yes,no,no,Enclosed,yes,Natural,Manual,Within premises,no,Kadaknath,no,no,K,ND,ND,ND,AEK-10,23-Feb-16,"22.82170N, 74.23380E",22.82170N,74.2338,C10,EXCLUDED,104,104,0.082931725,3.819648027,25.63666752,PA1
AEK10CM4,AEK10CM4,AEK-10,Farm_AEK-10,AM147,no,high,no,yes,yes,no,no,7,yes,no,no,Enclosed,yes,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,0,0,AEK-10,23-Feb-16,"22.82170N, 74.23380E",22.82170N,74.2338,C10,443,160,160.3,0.703845067,4.09283875,32.44616635,PA1
AEK10CM5,AEK10CM5,AEK-10,Farm_AEK-10,AM147,no,high,no,yes,yes,no,no,7,yes,no,no,Enclosed,yes,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,0,0,AEK-10,23-Feb-16,"22.82170N, 74.23380E",22.82170N,74.2338,C10,444,165,166,1.580662512,4.367377624,52.76292433,PA1
AEK10CM6,AEK10CM6,AEK-10,Farm_AEK-10,AM147,no,high,no,yes,yes,no,no,7,yes,no,no,Enclosed,yes,Natural,Manual,Within premises,no,Kadaknath,no,no,K,ND,ND,ND,AEK-10,23-Feb-16,"22.82170N, 74.23380E",22.82170N,74.2338,C10,EXCLUDED,156,156.5,1.297653941,4.326216268,46.08459671,PA1
AEK10CM7,AEK10CM7,AEK-10,Farm_AEK-10,AM147,no,high,no,yes,yes,no,no,7,yes,no,no,Enclosed,yes,Natural,Manual,Within premises,no,Kadaknath,no,no,K,ND,ND,ND,AEK-10,23-Feb-16,"22.82170N, 74.23380E",22.82170N,74.2338,C10,EXCLUDED,139,139.1428571,0.486827759,4.135609852,40.88491159,PA1
AEK10CM9,AEK10CM9,AEK-10,Farm_AEK-10,AM147,no,high,no,yes,yes,no,no,7,yes,no,no,Enclosed,yes,Natural,Manual,Within premises,no,Kadaknath,no,no,K,ND,ND,ND,AEK-10,23-Feb-16,"22.82170N, 74.23380E",22.82170N,74.2338,C10,EXCLUDED,243,247.5,3.91712312,4.720889306,64.47350621,PA2
AEK2CM1,AEK02CM1,AEK-02,Farm_AEK-02,AM147,no,Normal,no,no,no,no,yes,2,yes,yes,yes,open,no,Natural,Manual,Within premises,no,Kadaknath,yes,no,K,172,601,0,AEK-02,12-Dec-15,"22.78554N, 74.46323E",22.78554N,74.46323,C10,505,184,190.1111111,4.976247631,3.827473235,17.51976258,PA2
AEK2CM2,AEK02CM2,AEK-02,Farm_AEK-02,AM147,no,Normal,no,no,no,no,yes,2,yes,yes,yes,open,no,Natural,Manual,Within premises,no,Kadaknath,yes,no,K,0,0,0,AEK-02,12-Dec-15,"22.78554N, 74.46323E",22.78554N,74.46323,C10,506,220,229.5454545,6.567287623,4.398890253,46.72676943,PA3
AEK2CM6,AEK02CM6,AEK-02,Farm_AEK-02,AM147,no,Normal,no,no,no,no,yes,2,yes,yes,yes,open,no,Natural,Manual,Within premises,no,Kadaknath,yes,no,K,80,99,0,AEK-02,12-Dec-15,"22.78554N, 74.46323E",22.78554N,74.46323,C10,510,350,395.75,15.37225578,4.429688154,38.58259809,PA2
AEK2CM7,AEK02CM7,AEK-02,Farm_AEK-02,AM147,no,Normal,no,no,no,no,yes,2,yes,yes,yes,open,no,Natural,Manual,Within premises,no,Kadaknath,yes,no,K,96,0,0,AEK-02,12-Dec-15,"22.78554N, 74.46323E",22.78554N,74.46323,C10,511,199,207,5.390841322,4.221740509,42.17734809,PA2
AEK3CM1,AEK03CM1,AEK-03,Farm_AEK-03,AM147,no,high,no,no,no,no,yes,5,yes,no,yes,open,no,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,ND,ND,ND,AEK-03,12-Jan-16," 22.99716N, 74.18498E", 22.99716N,74.18498,C10,EXCLUDED,288,311.8823529,11.70254089,4.479899766,38.3072425,PA2
AEK3CM10,AEK03CM10,AEK-03,Farm_AEK-03,AM147,no,high,no,no,no,no,yes,5,yes,no,yes,open,no,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-03,12-Jan-16," 22.99716N, 74.18498E", 22.99716N,74.18498,C10,512,188,189.6666667,2.205091041,4.440336739,49.90479049,PA2
AEK3CM3,AEK03CM3,AEK-03,Farm_AEK-03,AM147,no,high,no,no,no,no,yes,5,yes,no,yes,open,no,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,ND,ND,ND,AEK-03,12-Jan-16," 22.99716N, 74.18498E", 22.99716N,74.18498,C10,EXCLUDED,199,199.8571429,1.395088453,4.609138031,63.26847547,PA2
AEK3CM4,AEK03CM4,AEK-03,Farm_AEK-03,AM147,no,high,no,no,no,no,yes,5,yes,no,yes,open,no,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-03,12-Jan-16," 22.99716N, 74.18498E", 22.99716N,74.18498,C10,514,473,532.3035714,17.16564563,4.865813016,51.5669501,PA2
AEK3CM6,AEK03CM6,AEK-03,Farm_AEK-03,AM147,no,high,no,no,no,no,yes,5,yes,no,yes,open,no,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-03,12-Jan-16," 22.99716N, 74.18498E", 22.99716N,74.18498,C10,515,543,588.9850746,13.62056,5.123157429,69.01743796,PA1
AEK3CM7,AEK03CM7,AEK-03,Farm_AEK-03,AM147,no,high,no,no,no,no,yes,5,yes,no,yes,open,no,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,ND,ND,ND,AEK-03,12-Jan-16," 22.99716N, 74.18498E", 22.99716N,74.18498,C10,EXCLUDED,146,149,3.419113273,4.03002176,25.50124796,PA2
AEK3CM8,AEK03CM8,AEK-03,Farm_AEK-03,AM147,no,high,no,no,no,no,yes,5,yes,no,yes,open,no,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,ND,ND,ND,AEK-03,12-Jan-16," 22.99716N, 74.18498E", 22.99716N,74.18498,C10,EXCLUDED,173,175.1428571,2.531031921,4.25939713,36.66733128,PA2
AEK3CM9,AEK03CM9,AEK-03,Farm_AEK-03,AM147,no,high,no,no,no,no,yes,5,yes,no,yes,open,no,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,35,0,0,AEK-03,12-Jan-16," 22.99716N, 74.18498E", 22.99716N,74.18498,C10,516,550,636.8421053,22.83717618,5.177081841,80.9216559,PA2
AEK4CM1,AEK04CM1,AEK-04,Farm_AEK-04,AM147,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-04,23-Jan-16,"22.41484N, 72.78652E",22.41484N,72.78652,C8,517,431,471.4716981,13.09933955,4.673463322,43.67746849,PA1
AEK4CM10,AEK04CM10,AEK-04,Farm_AEK-04,AM147,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Kadaknath,yes,no,K,0,17,0,AEK-04,23-Jan-16,"22.41484N, 72.78652E",22.41484N,72.78652,C8,518,628,747.2105263,25.42025731,4.690661698,30.53250863,PA1
AEK4CM2,AEK04CM2,AEK-04,Farm_AEK-04,AM147,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Kadaknath,yes,no,K,0,27,0,AEK-04,23-Jan-16,"22.41484N, 72.78652E",22.41484N,72.78652,C8,519,579,802.6097561,43.27911827,4.177595846,15.37001994,PA2
AEK4CM4,AEK04CM4,AEK-04,Farm_AEK-04,AM147,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-04,23-Jan-16,"22.41484N, 72.78652E",22.41484N,72.78652,C8,521,780,934.1578947,28.32105618,5.155883437,49.96550538,PA1
AEK4CM5,AEK04CM5,AEK-04,Farm_AEK-04,AM147,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Kadaknath,yes,no,K,ND,ND,ND,AEK-04,23-Jan-16,"22.41484N, 72.78652E",22.41484N,72.78652,C8,EXCLUDED,187,187.3333333,0.758661484,4.216892094,32.12587829,PA2
AEK4CM6,AEK04CM6,AEK-04,Farm_AEK-04,AM147,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Kadaknath,yes,no,K,0,34,0,AEK-04,23-Jan-16,"22.41484N, 72.78652E",22.41484N,72.78652,C8,522,716,825.3970588,21.79602586,4.871973393,37.88038104,PA2
AEK4CM7,AEK04CM7,AEK-04,Farm_AEK-04,AM147,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Kadaknath,yes,no,K,0,26,29,AEK-04,23-Jan-16,"22.41484N, 72.78652E",22.41484N,72.78652,C8,523,624,803.1785714,36.04352017,4.288279731,14.28922214,PA1
AEK4CM9,AEK04CM9,AEK-04,Farm_AEK-04,AM147,yes,Normal,yes,no,yes,yes,yes,2,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Kadaknath,yes,no,K,0,0,0,AEK-04,23-Jan-16,"22.41484N, 72.78652E",22.41484N,72.78652,C8,524,669,845.3076923,33.51568028,4.623398307,30.26784104,PA2
AEK5CM1,AEK05CM1,AEK-05,Farm_AEK-05,AM147,yes,high,yes,no,yes,yes,yes,3,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Kadaknath,yes,no,K,ND,ND,ND,AEK-05,24-Jan-16,"21.57390N, 70.43068E",21.57390N,70.43068,C2,EXCLUDED,159,161.5,3.16074755,3.589675713,12.49721705,PA2
AEK5CM2,AEK05CM2,AEK-05,Farm_AEK-05,AM147,yes,high,yes,no,yes,yes,yes,3,yes,no,yes,open,no,Natural,Automatic,Within premises,yes,Kadaknath,yes,no,K,222,223,0,AEK-05,24-Jan-16,"21.57390N, 70.43068E",21.57390N,70.43068,C2,526,806,962.6929134,29.01755661,5.262701844,58.26524365,PA2
AEK6CM2,AEK06CM2,AEK-06,Farm_AEK-06,AM147,no,high,no,yes,no,no,no,6,yes,yes,yes,Enclosed,yes,Natural,Manual,Within premises,yes,Kadaknath,yes,yes,K,ND,ND,ND,AEK-06,02-Feb-16,"22.74643N, 74.13879E",22.74643N,74.13879,C10,EXCLUDED,163,164.25,1.732510297,3.937226933,21.75340223,PA2
AEK6CM4,AEK06CM4,AEK-06,Farm_AEK-06,AM147,no,high,no,yes,no,no,no,6,yes,yes,yes,Enclosed,yes,Natural,Manual,Within premises,yes,Kadaknath,yes,yes,K,ND,ND,ND,AEK-06,02-Feb-16,"22.74643N, 74.13879E",22.74643N,74.13879,C10,EXCLUDED,128,128.1666667,0.543350435,3.769238889,19.04373721,PA2
AEK8CM1,AEK08CM1,AEK-08,Farm_AEK-08,AM147,no,Normal,no,yes,no,no,no,2,yes,yes,yes,Enclosed,yes,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,ND,ND,ND,AEK-08,04-Feb-16,"22.77260N, 74.18648E",22.77260N,74.18648,C10,EXCLUDED,157,162.25,5.373346375,4.153793747,33.0420863,PA2
AEK8CM2,AEK08CM2,AEK-08,Farm_AEK-08,AM147,no,Normal,no,yes,no,no,no,2,yes,yes,yes,Enclosed,yes,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,ND,ND,ND,AEK-08,04-Feb-16,"22.77260N, 74.18648E",22.77260N,74.18648,C10,EXCLUDED,208,210.5,3.161103794,4.552577738,54.30557109,PA2
AEK8CM3,AEK08CM3,AEK-08,Farm_AEK-08,AM147,no,Normal,no,yes,no,no,no,2,yes,yes,yes,Enclosed,yes,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,ND,ND,ND,AEK-08,04-Feb-16,"22.77260N, 74.18648E",22.77260N,74.18648,C10,EXCLUDED,215,220.6,5.347979919,4.331400934,30.08447508,PA2
AEK8CM9,AEK08CM9,AEK-08,Farm_AEK-08,AM147,no,Normal,no,yes,no,no,no,2,yes,yes,yes,Enclosed,yes,Natural,Manual,Outside premises,yes,Kadaknath,yes,no,K,ND,ND,ND,AEK-08,04-Feb-16,"22.77260N, 74.18648E",22.77260N,74.18648,C10,EXCLUDED,220,223.6,3.356481155,4.45458297,43.29811771,PA2
AEK9CM4,AEK09CM4,AEK-09,Farm_AEK-09,AM147,no,high,no,yes,no,no,no,3,yes,no,yes,Enclosed,yes,Natural,Manual,Within premises,no,Kadaknath,yes,no,K,ND,ND,ND,AEK-09,23-Feb-16,"22.85190N, 74.23802E",22.85190N,74.23802,C10,EXCLUDED,210,212.1538462,2.268239858,4.480534275,39.38887987,PA1
